title,authors,num_authors,abstract,abstract_length,year,journal_ref,venue,reference_count,influential_citations,citations,citations_per_year,age_years,category,category_code,link,pdf_url,canonical_link,arxiv_id
"Polarization Structure of Quantum Light Fields: A New Insight. 2: Generalized Coherent States, Squeezing and Geometric Phases",V. P. Karassiov,1,"Within the new description of the polarization structure of quantum light (given in Part I) some types of generalized coherent states related to the polarization SU(2) group are examined. With their help we give a quasiclassical description of polarization properties of light fields and discuss the concept of squeezing and uncertainty relations for multimode light in the polarization quantum optics. As a consequence, a new classification of polarization states of quantum light is obtained. We also derive geometric phases acquired by different quantum light beams transmitted through ""polarization rotators"".",613,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503011v3,https://arxiv.org/pdf/quant-ph/9503011v3.pdf,http://arxiv.org/abs/quant-ph/9503011v3,quant-ph/9503011v3
On the Global Existence of Bohmian Mechanics,"K. Berndl, D. Dürr, S. Goldstein, G. Peruzzi, N. Zanghì",5,"We show that the particle motion in Bohmian mechanics, given by the solution of an ordinary differential equation, exists globally: For a large class of potentials the singularities of the velocity field and infinity will not be reached in finite time for typical initial values. A substantial part of the analysis is based on the probabilistic significance of the quantum flux. We elucidate the connection between the conditions necessary for global existence and the self-adjointness of the Schr\""odinger Hamiltonian.",519,1995,Commun.Math.Phys. 173 (1995) 647-674,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503013v1,https://arxiv.org/pdf/quant-ph/9503013v1.pdf,http://arxiv.org/abs/quant-ph/9503013v1,quant-ph/9503013v1
Decoherence and the Quantum Zeno Effect,"Anu Venugopalan, R. Ghosh",2,"The experiment of Etano et al which demonstrated the quantum Zeno effect (QZE) in an optical experiment was explained by Frerichs and Schenzle without invoking the wave function collapse. In this report it is proposed that the collapse does occur, and it can be explained by the `environment induced decoherence' theory. The environment here consists of the completely quantized field vacuum modes. The spontaneous emission life time of the atom sets a fundamental limit on the requirement of `continuous measurements' for QZE. This limit turns out to be related to the time-energy uncertainty relation discussed by Ghirardi et al.",631,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503014v1,https://arxiv.org/pdf/quant-ph/9503014v1.pdf,http://arxiv.org/abs/quant-ph/9503014v1,quant-ph/9503014v1
HyperDiamond Feynman Checkerboard in 4-dimensional Spacetime,"Frank D. Smith, Jr",1,A generalized Feynman Checkerboard model is constructed using a 4-dimensional HyperDiamond lattice. The resulting phenomenological model is the D4-D5-E6 model described in hep-ph/9501252 and quant-ph/9503009.,208,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503015v1,https://arxiv.org/pdf/quant-ph/9503015v1.pdf,http://arxiv.org/abs/quant-ph/9503015v1,quant-ph/9503015v1
Conditional Quantum Dynamics and Logic Gates,"A. Barenco, D. Deutsch, A. Ekert, R. Jozsa",4,"Quantum logic gates provide fundamental examples of conditional quantum dynamics. They could form the building blocks of general quantum information processing systems which have recently been shown to have many interesting non--classical properties. We describe a simple quantum logic gate, the quantum controlled--NOT, and analyse some of its applications. We discuss two possible physical realisations of the gate; one based on Ramsey atomic interferometry and the other on the selective driving of optical resonances of two subsystems undergoing a dipole--dipole interaction.",579,1995,Phys.Rev.Lett. 74 (1995) 4083-4086,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503017v1,https://arxiv.org/pdf/quant-ph/9503017v1.pdf,http://arxiv.org/abs/quant-ph/9503017v1,quant-ph/9503017v1
ON THE QUANTUM EVOLUTION OF CHAOTIC SYSTEMS AFFECTED BY REPEATED FREQUENT MEASUREMENT,B. Kaulakys,1,We investigate the effect of repeated measurement for quantum dynamics of the suppressed systems which classical counterparts exhibit chaos. The essential feature of such systems is the quantum localization phenomena strongly limiting motion in the energy space. Repeated frequent measurement of suppressed systems results to the delocalization. Time evolution of the observed chaotic systems becomes close to the classical frequently broken diffusion-like process described by rate equations for the probabilities rather than for amplitudes.,542,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503018v2,https://arxiv.org/pdf/quant-ph/9503018v2.pdf,http://arxiv.org/abs/quant-ph/9503018v2,quant-ph/9503018v2
"Gravity, energy conservation and parameter values in collapse models","Philip Pearle, Euan Squires",2,"We interpret the probability rule of the CSL collapse theory to mean that the scalar field which causes collapse is the grvitational curvature scalar with two sources, the expectation value of the mass density and a white noise fluctuating source. We examine two models of the fluctuating source, monopole fluctuations and dipole fluctuations, and show that these correspond to two well known collapse models. We relate the two GRW parameters of CSL to fundamental constants, and explain the energy increase as arising from the loss of vacuum gravitational energy. It is shown how a problem with semi-classical grvity may be cured when it is combined with a CSL collapse model.",677,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503019v1,https://arxiv.org/pdf/quant-ph/9503019v1.pdf,http://arxiv.org/abs/quant-ph/9503019v1,quant-ph/9503019v1
Quantum Mechanics as a Classical Theory I: Non-relativistic Theory,L. S. F. Olavo,1,"The objective of this series of three papers is to axiomatically derive quantum mechanics from classical mechanics and two other basic axioms. In this first paper, Schreodinger's equation for the density matrix is fist obtained and from it Schroedinger's equation for the wave functions is derived. The momentum and position operators acting upon the density matrix are defined and it is then demonstrated that they commute. Pauli's equation for the density matrix is also obtained. A statistical potential formally identical to the quantum potential of Bohm's hidden variable theory is introduced, and this quantum potential is reinterpreted through the formalism here proposed. It is shown that, for dispersion free {\it ensembles% }, Schroedinger's equation for the density matrix is equivalent to Newton's equations. A general non-ambiguous procedure for the construction of operators which act upon the density matrix is presented. It is also shown how these operators can be reduced to those which act upon the wave functions.",1032,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503020v3,https://arxiv.org/pdf/quant-ph/9503020v3.pdf,http://arxiv.org/abs/quant-ph/9503020v3,quant-ph/9503020v3
Quantum Mechanics as a Classical Theory II: Relativistic Theory,L. S. F. Olavo,1,"In this article, the axioms presented in the first one are reformulated according to the special theory of relativity. Using these axioms, quantum mechanic's relativistic equations are obtained in the presence of electromagnetic fields for both the density function and the probability amplitude. It is shown that, within the present theory's scope, Dirac's second order equation should be considered the fundamental one in spite of the first order equation. A relativistic expression is obtained for the statistical potential. Axioms are again altered and made compatible with the general theory of relativity. These postulates, together with the idea of the statistical potential, allow us to obtain a general relativistic quantum theory for {\it ensembles} composed of single particle systems.",796,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503021v2,https://arxiv.org/pdf/quant-ph/9503021v2.pdf,http://arxiv.org/abs/quant-ph/9503021v2,quant-ph/9503021v2
Quantum Mechanics as a Classical Theory III: Epistemology,L. S. F. Olavo,1,"The two previous papers developed quantum mechanical formalism from classical mechanics and two additional postulates. In the first paper it was also shown that the uncertainty relations possess no ontological validity and only reflect the formalism's limitations. In this paper, a Realist Interpretation of quantum mechanics based on these results is elaborated and compared to the Copenhagen Interpretation. We demonstrate that von Neumann's proof of the impossibility of a hidden variable theory is not correct, independently of Bell's argumentation. A local hidden variable theory is found for non-relativistic quantum mechanics, which is nothing else than newtonian mechanics itself. We prove that Bell's theorem does not imply in a non-locality of quantum mechanics, and also demonstrate that Bohm's theory cannot be considered a true hidden variable theory.",864,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503022v2,https://arxiv.org/pdf/quant-ph/9503022v2.pdf,http://arxiv.org/abs/quant-ph/9503022v2,quant-ph/9503022v2
Quantum dynamics with two Planck constants and the semiclassical limit,Lajos Diosi,1,"The mathematical possibility of coupling two quantum dynamic systems having two different Planck constants, respectively, is investigated. It turns out that such canonical dynamics are always irreversible. Semiclassical dynamics is obtained by letting one of the two Planck constants go to zero. This semiclassical dynamics will preserve positivity, as expected, so an improvement of the earlier proposals by Aleksandrov and by Boucher and Traschen is achieved. Coupling of quantized matter to gravity is illustrated by a simplistic example.",541,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503023v1,https://arxiv.org/pdf/quant-ph/9503023v1.pdf,http://arxiv.org/abs/quant-ph/9503023v1,quant-ph/9503023v1
Quantum Mechanics as a Classical Theory IV: The Negative Mass Conjecture,L. S. F. Olavo,1,"The following two papers form a natural development of a previous series of three articles on the foundations of quantum mechanics; they are intended to take the theory there developed to its utmost logical and epistemological consequences. We show in the first paper that relativistic quantum mechanics might accommodate without ambiguities the notion of negative masses. To achieve this, we rewrite all of its formalism for integer and half integer spin particles and present the world revealed by this conjecture. We also base the theory on the second order Klein-Gordon's and Dirac's equations and show that they can be stated with only positive definite energies. In the second paper we show that the general relativistic quantum mechanics derived in paper II of this series supports this conjecture.",805,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503024v2,https://arxiv.org/pdf/quant-ph/9503024v2.pdf,http://arxiv.org/abs/quant-ph/9503024v2,quant-ph/9503024v2
Quantum Mechanics as a Classical Theory V: The Quantum Schwartzchild Problem,L. S. F. Olavo,1,"In this continuation paper, we apply the general relativistic quantum theory for one particle systems, derived in paper II of this series, to a simple problem: the quantum Schwartzchild problem, where one particle of mass {\it m% } gravitates around a massive body. The results thus obtained reveal that, in the realm of such a theory, the negative mass conjecture we made in paper IV of this series is, indeed, adequate. It is shown that gravitation is responsible for the loss of energy quantization. We relate this property with the ideas of irreversibility and time arrow.",576,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9503025v2,https://arxiv.org/pdf/quant-ph/9503025v2.pdf,http://arxiv.org/abs/quant-ph/9503025v2,quant-ph/9503025v2
Quantum mechanics of time-dependent systems. Construction of pure states,Victor Tapia,1,For time-dependent systems the wavefunction depends explicitly on time and it is not a pure state of the Hamiltonian. We construct operators for which the above wavefunction is a pure state. The method is based on the introduction of conserved quantities $Q$ and the pure states are defined by ${\hat Q}\psi=q\psi$. The conserved quantities are constructed using parametrised mechanics and the Noether theorem.,410,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504001v1,https://arxiv.org/pdf/quant-ph/9504001v1.pdf,http://arxiv.org/abs/quant-ph/9504001v1,quant-ph/9504001v1
Quantum Cryptography,"Richard J. Hughes, D. M. Alde, P. Dyer, G. G. Luther, G. L. Morgan, M. Schauer",6,"Quantum cryptography is a new method for secret communications offering the ultimate security assurance of the inviolability of a Law of Nature. In this paper we shall describe the theory of quantum cryptography, its potential relevance and the development of a prototype system at Los Alamos, which utilises the phenomenon of single-photon interference to perform quantum cryptography over an optical fiber communications link.",428,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504002v1,https://arxiv.org/pdf/quant-ph/9504002v1.pdf,http://arxiv.org/abs/quant-ph/9504002v1,quant-ph/9504002v1
"Quantum Mechanical Coherence, Resonance, and Mind",Henry P. Stapp,1,"Norbert Wiener and J.B.S. Haldane suggested during the early thirties that the profound changes in our conception of matter entailed by quantum theory opens the way for our thoughts, and other experiential or mind-like qualities, to play a role in nature that is causally interactive and effective, rather than purely epiphenomenal, as required by classical mechanics. The mathematical basis of this suggestion is described here, and it is then shown how, by giving mind this efficacious role in natural process, the classical character of our perceptions of the quantum universe can be seen to be a consequence of evolutionary pressures for the survival of the species.",670,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504003v1,https://arxiv.org/pdf/quant-ph/9504003v1.pdf,http://arxiv.org/abs/quant-ph/9504003v1,quant-ph/9504003v1
Higher order Schmidt decompositions,Asher Peres,1,"Necessary and sufficient conditions are given for the existence of extended Schmidt decompositions, with more than two subspaces.",129,1995,Phys.Lett. A202 (1995) 16-17,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504006v1,https://arxiv.org/pdf/quant-ph/9504006v1.pdf,http://arxiv.org/abs/quant-ph/9504006v1,quant-ph/9504006v1
Rydberg Atoms Ionisation by Microwave Field and Electromagnetic Pulses,"B. Kaulakys, G. Vilutis",2,A simple theory of the Rydberg atoms ionisation by electromagnetic pulses and microwave field is presented. The analysis is based on the scale transformation which reduces the number of parameters and reveals the functional dependencies of the processes. It is shown that the observed ionisation of Rydberg atoms by subpicosecond electromagnetic pulses scale classically. The threshold electric field required to ionise a Rydberg state may be simply evaluated in the photonic basis approach for the quantum dynamics or from the multiphoton ionisation theory.,558,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504007v1,https://arxiv.org/pdf/quant-ph/9504007v1.pdf,http://arxiv.org/abs/quant-ph/9504007v1,quant-ph/9504007v1
"Photon states associated with Holstein-Primakoff realization of SU(1,1) Lie algebra",C. Brif,1,"Statistical and phase properties and number-phase uncertainty relations are systematically investigated for photon states associated with the Holstein-Primakoff realization of the SU(1,1) Lie algebra. Perelomov's SU(1,1) coherent states and the eigenstates of the SU(1,1) lowering generator (the Barut-Girardello states) are discussed. A recently developed formalism, based on the antinormal ordering of exponential phase operators, is used for studying phase properties and number-phase uncertainty relations. This study shows essential differences between properties of the Barut-Girardello states and the SU(1,1) coherent states. The philophase states, defined as states with simple phase-state representations, relate the quantum description of the optical phase to the properties of the SU(1,1) Lie group. A modified Holstein-Primakoff realization is derived, and eigenstates of the corresponding lowering generator are discussed. These states are shown to contract, in a proper limit, to the familiar Glauber coherent states.",1031,1995,"Quant.Semiclass.Opt.7:803-834,1995",arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504008v1,https://arxiv.org/pdf/quant-ph/9504008v1.pdf,http://arxiv.org/abs/quant-ph/9504008v1,quant-ph/9504008v1
Discrete photodetection and Susskind-Glogower ladder operators,"Y. Ben-Aryeh, C. Brif",2,We assert that state reduction processes in different types of photodetection experiments are described by using different kinds of ladder operators. A special model of discrete photodetection is developed by the use of superoperators which are based on the Susskind-Glogower raising and lowering operators.,307,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504009v1,https://arxiv.org/pdf/quant-ph/9504009v1.pdf,http://arxiv.org/abs/quant-ph/9504009v1,quant-ph/9504009v1
A Survey on Bohmian Mechanics,"K. Berndl, M. Daumer, D. Dürr, S. Goldstein, N. Zanghi",5,"Bohmian mechanics is the most naively obvious embedding imaginable of Schr\""odinger's equation into a completely coherent physical theory. It describes a world in which particles move in a highly non-Newtonian sort of way, one which may at first appear to have little to do with the spectrum of predictions of quantum mechanics. It turns out, however, that as a consequence of the defining dynamical equations of Bohmian mechanics, when a system has wave function $\psi$ its configuration is typically random, with probability density $\rho$ given by $|\psi|^2$, the quantum equilibrium distribution. It also turns out that the entire quantum formalism, operators as observables and all the rest, is a consequence of Bohmian mechanics.",735,1995,"NuovoCim.B110:737-750,1995",arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504010v1,https://arxiv.org/pdf/quant-ph/9504010v1.pdf,http://arxiv.org/abs/quant-ph/9504010v1,quant-ph/9504010v1
COMBINATORIAL COMPUTATION OF CLEBSCH-GORDAN COEFFICIENTS,"Klaus Schertler, Markus H. Thoma",2,"The addition of angular momenta can be reduced to elementary coupling processes of spin-$\frac{1}{2}$-particles. In this way, a method is developed which allows for a non-recursive, simultaneous computation of all Clebsch-Gordan coefficients concerning the addition of two angular momenta. The relevant equations can be interpreted easily, analogously to simple probabilistic considerations. They provide an improved understanding of the addition of angular momenta as well as a practicable evaluation of Clebsch-Gordan coefficients in an easier way than within the well-known methods.",585,1995,Annalen Phys. 5 (1996) 103,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504015v1,https://arxiv.org/pdf/quant-ph/9504015v1.pdf,http://arxiv.org/abs/quant-ph/9504015v1,quant-ph/9504015v1
Supersymmetry of Demkov-Ostrovsky effective potentials in the R_0=0 sector,"H. C. Rosu, M. Reyes, K. B. Wolf, O. Obregón",4,"We present a supersymmetric analysis of the wave problem with a Demkov-Ostrovsky spherically symmetric class of focusing potentials at zero energy. Following a suggestion of L\'evai, we work in the so-called R_0=0 sector in order to obtain the superpartner (fermionic) potentials within Witten's supersymmetric procedure. General solutions of the superpotential for the known physical cases are given explicitly.",412,1995,Phys. Lett. A 208 (1995) 33-39,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504017v4,https://arxiv.org/pdf/quant-ph/9504017v4.pdf,http://arxiv.org/abs/quant-ph/9504017v4,quant-ph/9504017v4
Supersymmetric features of the Maxwell fish-eye lens,"H. C. Rosu, M. Reyes, K. B. Wolf, O. Obregón",4,"We provide a supersymmetric analysis of the Maxwell fisheye (MF) wave problem at zero energy. Working in the so-called $R_{0}=0$ sector, we obtain the corresponding superpartner (fermionic) MF effective potential within Witten's one-dimensional (radial) supersymmetric procedure.",279,1995,SPIE Vol. 2730 (1996) 436-439,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9504018v3,https://arxiv.org/pdf/quant-ph/9504018v3.pdf,http://arxiv.org/abs/quant-ph/9504018v3,quant-ph/9504018v3
Experimental limit on the blue shift of the frequency of light implied by a q-nonlinearity,"V. I. Man'ko, G. M. Tino",2,We discuss the implications of an experiment in which the frequencies of two laser beams are compared for different intensities in order to search for a dependence of the frequency of light on its intensity. Since no such dependence was found it is possible to place bounds on a description of the electromagnetic field in terms of q-oscillators. We conclude that the value of the nonlinearity parameter is smaller than $10^{-17}~$.,432,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505001v1,https://arxiv.org/pdf/quant-ph/9505001v1.pdf,http://arxiv.org/abs/quant-ph/9505001v1,quant-ph/9505001v1
Quantization of electromagnetic field in inhomogeneous dispersive dielectrics,Zdenek Hradil,1,"Canonical quantization of electromagnetic field inside the time--spatially dispersive inhomogeneous dielectrics is presented. Interacting electromagnetic and matter excitation fields create the closed system, Hamiltonian of which may be diagonalized by generalized polariton transformation. Resulting dispersion relations coincide with the classical ones obtained by the solution of wave equation, the corresponding mode decomposition is, however, orthogonal and complete in the enlarged Hilbert space.",502,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505002v1,https://arxiv.org/pdf/quant-ph/9505002v1.pdf,http://arxiv.org/abs/quant-ph/9505002v1,quant-ph/9505002v1
The Rigged Hilbert Space Formulation of Quantum Mechanics and its Implications for Irreversibility,"C. Schulte, R. Twarock, A. Bohm",3,"Quantum mechanics in the Rigged Hilbert Space formulation describes quasistationary phenomena mathematically rigorously in terms of Gamow vectors. We show that these vectors exhibit microphysical irreversibility, related to an intrinsic quantum mechanical arrow of time, which states that preparation of a state has to precede the registration of an observable in this state. Moreover, the Rigged Hilbert Space formalism allows the derivation of an exact golden rule describing the transition of a pure Gamow state into a mixture of interaction-free decay products.",565,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505004v1,https://arxiv.org/pdf/quant-ph/9505004v1.pdf,http://arxiv.org/abs/quant-ph/9505004v1,quant-ph/9505004v1
Second solution of Demkov-Ostrovsky superpotentials,"Haret C. Rosu, M. Reyes, K. B. Wolf, O. Obregón",4,We work out the second solution of the DO superpotentials in the $R_0=0$ sector.,80,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505006v2,https://arxiv.org/pdf/quant-ph/9505006v2.pdf,http://arxiv.org/abs/quant-ph/9505006v2,quant-ph/9505006v2
MARKOV DIFFUSIONS IN COMOVING COORDINATES AND STOCHASTIC QUANTIZATION OF THE FREE RELATIVISTIC SPINLESS PARTICLE,"Laura M. Morato, Lorenza Viola",2,"We revisit the classical approach of comoving coordinates in relativistic hydrodynamics and we give a constructive proof for their global existence under suitable conditions which is proper for stochastic quantization. We show that it is possible to assign stochastic kinematics for the free relativistic spinless particle as a Markov diffusion globally defined on ${\sf M}^4$. Then introducing dynamics by means of a stochastic variational principle with Einstein's action, we are lead to positive-energy solutions of Klein-Gordon equation. The procedure exhibits relativistic covariance properties.",600,1995,J.Math.Phys. 36 (1995) 4691-4710; Erratum-ibid. 37 (1996) 4769,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505007v1,https://arxiv.org/pdf/quant-ph/9505007v1.pdf,http://arxiv.org/abs/quant-ph/9505007v1,quant-ph/9505007v1
"Review of R. Omnes, THE INTERPRETATION OF QUANTUM MECHANICS",Robert B. Griffiths,1,"Omnes' interpretation of quantum mechanics is summarized, and compared with other consistent-history approaches by Gell-Mann and Hartle, and by Griffiths.",154,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505008v1,https://arxiv.org/pdf/quant-ph/9505008v1.pdf,http://arxiv.org/abs/quant-ph/9505008v1,quant-ph/9505008v1
Consistent Quantum Reasoning,Robert B. Griffiths,1,"Precise rules are developed in order to formalize the reasoning processes involved in standard non-relativistic quantum mechanics, with the help of analogies from classical physics. A classical or quantum description of a mechanical system involves a {\it framework}, often chosen implicitly, and a {\it statement} or assertion about the system which is either true or false within the framework with which it is associated. Quantum descriptions are no less ``objective'' than their classical counterparts, but differ from the latter in the following respects: (i) The framework employs a Hilbert space rather than a classical phase space. (ii) The rules for constructing meaningful statements require that the associated projectors commute with each other and, in the case of time-dependent quantum histories, that consistency conditions be satisfied. (iii) There are incompatible frameworks which cannot be combined, either in constructing descriptions or in making logical inferences about them, even though any one of these frameworks may be used separately for describing a particular physical system.   A new type of ``generalized history'' is introduced which extends previous proposals by Omn\`es, and Gell-Mann and Hartle, and a corresponding consistency condition which does not involve density matrices or single out a direction of time. Applications which illustrate the formalism include: measurements of spin, two-slit diffraction, and the emergence of the classical world from a fully quantum description.",1520,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505009v1,https://arxiv.org/pdf/quant-ph/9505009v1.pdf,http://arxiv.org/abs/quant-ph/9505009v1,quant-ph/9505009v1
A Simple Quantum Computer,"I. L. Chuang, Y. Yamamoto",2,"We propose an implementation of a quantum computer to solve Deutsch's problem, which requires exponential time on a classical computer but only linear time with quantum parallelism. By using a dual-rail qubit representation as a simple form of error correction, our machine can tolerate some amount of decoherence and still give the correct result with high probability. The design which we employ also demonstrates a signature for quantum parallelism which unambiguously delineates the desired quantum behavior from the merely classical. The experimental demonstration of our proposal using quantum optical components calls for the development of several key technologies common to single photonics.",700,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505011v1,https://arxiv.org/pdf/quant-ph/9505011v1.pdf,http://arxiv.org/abs/quant-ph/9505011v1,quant-ph/9505011v1
Wavelet basis for the Schrödinger equation,M. V. Altaiski,1,"The self-similar representation for the Schr\""{o}dinger equation is derived.",76,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505013v1,https://arxiv.org/pdf/quant-ph/9505013v1.pdf,http://arxiv.org/abs/quant-ph/9505013v1,quant-ph/9505013v1
"[p,q] does not equal (i h-bar)",John P. Costella,1,"In this short note, I point out that [p,q] does not equal (i h-bar), contrary to the original claims of Born and Jordan, and Dirac. Rather, [p,q] is equal to something that is *infinitesimally different* from (i h-bar). While this difference is usually harmless, it does provide the solution of the Born-Jordan ""trace paradox"" of [p,q]. More recently, subtleties of a very similar form have been found to be of fundamental importance in quantum field theory.",458,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505014v1,https://arxiv.org/pdf/quant-ph/9505014v1.pdf,http://arxiv.org/abs/quant-ph/9505014v1,quant-ph/9505014v1
Quantum oblivious transfer protocols based on EPR states,M. Ardehali,1,"We describe efficient protocols for quantum oblivious transfer and for one-out-of-two quantum oblivious transfer. These protocols, which can be implemented with present technology, are secure against general attacks as long as the cheater can not store the bit for an arbitrarily long period of time.",300,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505015v2,https://arxiv.org/pdf/quant-ph/9505015v2.pdf,http://arxiv.org/abs/quant-ph/9505015v2,quant-ph/9505015v2
A Universal Two--Bit Gate for Quantum Computation,A. Barenco,1,"We prove the existence of a class of two--input, two--output gates any one of which is universal for quantum computation. This is done by explicitly constructing the three--bit gate introduced by Deutsch [Proc.~R.~Soc.~London.~A {\bf 425}, 73 (1989)] as a network consisting of replicas of a single two--bit gate.",313,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505016v1,https://arxiv.org/pdf/quant-ph/9505016v1.pdf,http://arxiv.org/abs/quant-ph/9505016v1,quant-ph/9505016v1
Realism and Time Symmetry in Quantum Mechanics,"Benedikt Bläsi, Lucien Hardy",2,"We describe a gedanken experiment with an interferometer in the case of pre- and postselection in two different time symmetric ways: We apply the ABL formalism and the de Broglie--Bohm model. Interpreting these descriptions ontologically, we get two very different concepts of reality. Finally, we discuss some problems implied by these concepts.",346,1995,"Phys. Lett. A 207, 119 - 125 (1995)",arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505017v2,https://arxiv.org/pdf/quant-ph/9505017v2.pdf,http://arxiv.org/abs/quant-ph/9505017v2,quant-ph/9505017v2
Universality in Quantum Computation,"D. Deutsch, A. Barenco, A. Ekert",3,We show that in quantum computation almost every gate that operates on two or more bits is a universal gate. We discuss various physical considerations bearing on the proper definition of universality for computational components such as logic gates.,250,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505018v1,https://arxiv.org/pdf/quant-ph/9505018v1.pdf,http://arxiv.org/abs/quant-ph/9505018v1,quant-ph/9505018v1
A Quantum Bit Commitment Protocol Based on EPR States,M. Ardehali,1,"A protocol for quantum bit commitment is proposed. The protocol is feasible with present technology and is secure against cheaters with unlimited computing power as long as the sender does not have the technology to store an EPR particle for an arbitrarily long period of time. The protocol is very efficient, requiring only tens of particles.",343,1995,,arXiv Quantum Physics,0,0,0,0,30.5,Quantum Physics,quant-ph,https://arxiv.org/abs/quant-ph/9505019v5,https://arxiv.org/pdf/quant-ph/9505019v5.pdf,http://arxiv.org/abs/quant-ph/9505019v5,quant-ph/9505019v5
